label,x,y,plot_type,plot_num
ACB,386059.2992916507,28106.343406407344,path,0
ACB,416751.4448676666,27873.05694554656,path,0
ACB,449883.65030440263,27535.925195136675,path,0
ACB,485649.9030866751,27126.05782381974,path,0
ACB,524259.61292105383,26664.35833062441,path,0
ACB,565938.8378197207,26081.892322663825,path,0
ACB,610931.6076593663,25405.53969295251,path,0
ACB,659501.3529644917,24669.239819772614,path,0
ACB,711932.4472805855,23825.202112500036,path,0
ACB,768531.8721676874,22942.371067845295,path,0
ACB,829631.0145628009,22024.243090984965,path,0
ACB,895587.6070346298,21099.73793664855,path,0
ACB,966787.8222907243,20177.54849835184,path,0
ACB,1043648.5342002949,19329.276564969605,path,0
ACB,1126619.7585708606,18571.676581276464,path,0
ACB,1216187.2879693697,17965.721370572934,path,0
ACB,1312875.5360145387,17509.592040425046,path,0
ACB,1417250.6077936206,17187.05377083949,path,0
ACB,1529923.614380719,17007.61159747899,path,0
ACB,1651554.250863027,16924.68443736376,path,0
ACB,1782854.6588241416,17118.351823174573,path,0
ACB,1924593.5958991158,17455.02597168459,path,0
ACB,2077600.9368138046,17844.027414050557,path,0
ACB,2242772.53226185,18412.471482884896,path,0
ACB,2421075.4540678286,19408.187247411068,path,0
ACB,2613553.65734673,20959.43140840318,path,0
ACB,2821334.0928114257,23058.569473392425,path,0
ASW,0.0,82509.11105498682,path,1
ASW,1450.0,82509.11105498682,path,1
ASW,1564.9129316276526,82209.89486770243,path,1
ASW,1688.9327472934185,81937.15949659255,path,1
ASW,1822.781170268199,81695.50087558887,path,1
ASW,1967.2371206069595,81484.94821964398,path,1
ASW,2123.141248010882,81279.63499685972,path,1
ASW,2291.400823920211,81102.36892121272,path,1
ASW,2472.995021306894,80986.87314673465,path,1
ASW,2668.980612892387,80940.45336371854,path,1
ASW,2880.498120950894,80915.45860493735,path,1
ASW,3108.7784544863525,80889.51352358544,path,1
ASW,3355.15007240767,80839.59275920097,path,1
ASW,3621.0467143877386,80712.01973428721,path,1
ASW,3908.0157443953067,80506.63626552431,path,1
ASW,4217.727155454267,80246.99827999937,path,1
ASW,4551.983288032757,79919.38716093615,path,1
ASW,4912.729318617536,79432.70419741167,path,1
ASW,5302.06457951096,78840.36963668198,path,1
ASW,5722.254775725265,78207.34353893924,path,1
ASW,6175.745170069352,77492.57041783562,path,1
ASW,6665.174813157622,76683.33651130272,path,1
ASW,7193.391901151236,75857.33401499547,path,1
ASW,7763.470350604962,75077.34216332629,path,1
ASW,8378.72768687557,74310.00221275027,path,1
ASW,9042.74435019189,73554.57304178948,path,1
ASW,9759.384531736678,72823.75755676442,path,1
ASW,10532.818660994213,72165.72427444019,path,1
ASW,11367.547675226837,71569.18051991936,path,1
ASW,12268.42921231472,70907.98716666215,path,1
ASW,13240.705879386045,70062.14944799805,path,1
ASW,14290.035761744499,68981.09433087644,path,1
ASW,15422.525349638332,67631.10279252312,path,1
ASW,16644.76507448574,65973.0033679637,path,1
ASW,17963.86766135659,63813.95600300402,path,1
ASW,19387.509520899814,60804.20552143171,path,1
ASW,20923.97542159336,57239.65951295403,path,1
ASW,22582.206702283183,53419.387760754136,path,1
ASW,24371.853305580433,48866.03300464812,path,1
ASW,26303.329934920668,43823.885937786945,path,1
ASW,28387.87666208698,39053.660436589096,path,1
ASW,30637.624337897072,34858.84341822723,path,1
ASW,33065.665186707076,30693.1731659435,path,1
ASW,35686.1289955505,27161.40039012606,path,1
ASW,38514.26534128931,24757.716170396932,path,1
ASW,41566.5323342913,23199.934749252814,path,1
ASW,44860.69239506994,21905.64450101372,path,1
ASW,48415.91562125192,21089.515950779743,path,1
ASW,52252.89134640718,21139.25462787793,path,1
ASW,56393.94853994987,24261.35872529708,path,1
ASW,60863.18574876688,29559.828475224767,path,1
ASW,65686.61133675942,33713.07549505263,path,1
ASW,70892.29483840997,33406.219733662525,path,1
ASW,76510.53030716417,32578.73038652834,path,1
ASW,82574.01260922119,31705.939754024745,path,1
ASW,89118.02768865868,30815.510915799143,path,1
ASW,96180.65791112639,29932.500546830022,path,1
ASW,103803.00368108776,29079.311869848523,path,1
ASW,112029.42262229453,28275.8303108716,path,1
ASW,120907.78771338504,27539.70852047694,path,1
ASW,130489.76588080502,26886.77166781438,path,1
ASW,140831.1186703012,26331.52070678572,path,1
ASW,151992.02674671923,25887.719971520248,path,1
ASW,164037.4401105083,25569.06559231258,path,1
ASW,177037.45606898709,25389.942793915925,path,1
ASW,191067.7271619451,25355.79385911597,path,1
ASW,206209.90141547035,25355.794999454472,path,1
ASW,222552.09748602295,25355.797569664457,path,1
ASW,240189.4174598175,25355.801674743518,path,1
ASW,259224.5002917111,25355.807419689572,path,1
ASW,279768.1191042862,25355.814909500954,path,1
ASW,301939.82582306425,25506.76163091009,path,1
ASW,325868.64689925127,25929.92864041813,path,1
ASW,351693.8341687198,26429.93871379769,path,1
ASW,379565.6752167872,26797.35949220325,path,1
ASW,409646.3679646427,27066.452587575026,path,1
ASW,442110.96456701326,27306.078558705005,path,1
ASW,477148.3901139959,27448.24296458893,path,1
ASW,514962.5420653165,26960.943143482942,path,1
ASW,555773.4768150778,24803.525762789755,path,1
ASW,599818.690292122,22563.191177037847,path,1
ASW,647354.5000483473,21003.304957130982,path,1
ASW,698657.5368779404,19680.36938027005,path,1
ASW,754026.3546478709,18767.447761686173,path,1
ASW,813783.1677079392,18080.584053702536,path,1
ASW,878275.7259910828,17372.64801721584,path,1
ASW,947879.3387159383,16876.902141493556,path,1
ASW,1022999.0584684414,18336.058320721237,path,1
ASW,1104072.0383725357,21434.964666071228,path,1
ASW,1191570.076067369,25657.747163126067,path,1
ASW,1286002.3592954287,30340.628592185352,path,1
ASW,1387918.4290793703,31008.080610986934,path,1
ASW,1497911.3777314802,24440.667576516193,path,1
ASW,1616621.3003063358,19374.320807210544,path,1
ASW,1744739.0195821351,16397.799280255884,path,1
ASW,1883010.106247887,15612.065378643365,path,1
ASW,2032239.2176916422,15387.666090746217,path,1
ASW,2193294.780638976,15367.705222914812,path,1
ASW,2367114.0448919795,15250.30446968581,path,1
ASW,2554708.5375785534,14544.138019695463,path,1
ASW,2757169.9496525843,13482.976044305839,path,1
BEB,0.0,235650.13601708045,path,2
BEB,1450.0,235650.13601708045,path,2
BEB,1565.491547830762,237579.2572259396,path,2
BEB,1690.1819216065878,239350.93681187287,path,2
BEB,1824.8038017734264,240924.55674553968,path,2
BEB,1970.148226293614,242282.14756980512,path,2
BEB,2127.0692387837357,243671.81456746333,path,2
BEB,2296.4889068736215,244908.1867627037,path,2
BEB,2479.4027402743163,245645.7095079003,path,2
BEB,2676.8855403916345,245547.34962913793,path,2
BEB,2890.097715857576,244559.455567103,path,2
BEB,3120.292101089672,242912.23121750553,path,2
BEB,3368.821317944116,240847.35241390674,path,2
BEB,3637.145723719726,237768.08325400134,path,2
BEB,3926.8419922151916,232755.5285110063,path,2
BEB,4239.612378261923,226211.9612561675,path,2
BEB,4577.294720170837,218469.51004373908,path,2
BEB,4941.873238867458,207233.57848898522,path,2
BEB,5335.4901971710615,192774.8553357248,path,2
BEB,5760.458487727708,176928.23066393056,path,2
BEB,6219.275223563928,160605.98429396472,path,2
BEB,6714.636411119036,142035.06999684212,path,2
BEB,7249.452791974846,123224.04876891425,path,2
BEB,7826.866946368783,106052.13208752521,path,2
BEB,8450.271758990548,90535.4643741975,path,2
BEB,9123.330355567368,75931.05856091951,path,2
BEB,9849.997627385192,63675.167824606244,path,2
BEB,10634.543470223845,54382.71037817785,path,2
BEB,11481.577874258091,46964.79433960078,path,2
BEB,12396.078012352917,40859.21639392824,path,2
BEB,13383.41748592361,36313.47273308613,path,2
BEB,14449.397900209535,33388.07095537632,path,2
BEB,15600.282954497643,31492.564331257785,path,2
BEB,16842.8352476099,29996.506171568537,path,2
BEB,18184.356014923676,28450.898453306396,path,2
BEB,19632.728030419647,26641.921457425375,path,2
BEB,21196.46192584967,24804.16282454415,path,2
BEB,22884.746199196,22850.901107926227,path,2
BEB,24707.501206271365,20708.252236110595,path,2
BEB,26675.437452714603,18116.10481782486,path,2
BEB,28800.11852890541,15267.995846403568,path,2
BEB,31094.029057603806,12676.809496606982,path,2
BEB,33570.64805357439,10583.02643095891,path,2
BEB,36244.52812625648,8748.412624500563,path,2
BEB,39131.38099087505,7228.2701475641215,path,2
BEB,42248.169790455315,6115.404627325363,path,2
BEB,45613.208771225334,5254.186695256491,path,2
BEB,49246.27089709876,4488.073503002646,path,2
BEB,53168.70403558076,3862.773822437247,path,2
BEB,57403.55639780483,3395.18168042764,path,2
BEB,61975.71196978612,3088.806776185506,path,2
BEB,66912.03673068546,2947.9628724538416,path,2
BEB,72241.53651726173,3037.1175177507953,path,2
BEB,77995.52746212455,3469.5061309036473,path,2
BEB,84207.82000728136,4214.131539301825,path,2
BEB,90914.91757424349,5201.418234253972,path,2
BEB,98156.23105807483,6240.897525271535,path,2
BEB,105974.31040575137,7402.652459566026,path,2
BEB,114415.09463958432,8826.066282978616,path,2
BEB,123528.18179484543,10459.318173891035,path,2
BEB,133367.12035774643,12181.83690851338,path,2
BEB,143989.72391626198,13880.634628655467,path,2
BEB,155458.4108726848,15734.594757330366,path,2
BEB,167840.571214062,17645.036243134815,path,2
BEB,181208.96249565578,19413.519474388886,path,2
BEB,195642.13736422802,20782.516952571295,path,2
BEB,211224.90513327165,21882.913266828087,path,2
BEB,228048.83012240755,22904.67420001986,path,2
BEB,246212.7696891878,23679.173030816757,path,2
BEB,265823.4551147762,24023.91733649919,path,2
BEB,286996.11875679425,24011.899259659993,path,2
BEB,309855.1711544793,23959.424785782074,path,2
BEB,334534.9320648214,23877.188243338263,path,2
BEB,361180.4197252525,23759.498738687005,path,2
BEB,389948.20298058604,23442.205550804054,path,2
BEB,421007.3212813111,22970.481481103754,path,2
BEB,454540.27795914665,22464.405367666688,path,2
BEB,490744.1126163374,21857.39476729,path,2
BEB,529831.5589300573,21188.267194540636,path,2
BEB,572032.2946751731,20615.480252742625,path,2
BEB,617594.291310496,20113.100076024275,path,2
BEB,666785.2710586966,19686.28972067303,path,2
BEB,719894.2800416779,19380.09440878937,path,2
BEB,777233.3867151438,19129.72782070355,path,2
BEB,839139.5155823685,18971.48962233374,path,2
BEB,905976.4269620676,18901.266904367447,path,2
BEB,978136.8544434682,18854.33680997669,path,2
BEB,1056044.812588288,18849.46980528598,path,2
BEB,1140158.0884396455,19024.159893645898,path,2
BEB,1230970.931478029,19311.751752635777,path,2
BEB,1329016.9578304924,19572.626288780433,path,2
BEB,1434872.2857981988,19838.848078595584,path,2
BEB,1549158.9211266784,20118.449705138726,path,2
BEB,1672548.4119106461,20398.906455569064,path,2
BEB,1805765.7946095727,20673.902181532532,path,2
BEB,1949593.8543608156,20969.791975376527,path,2
BEB,2104877.7246239,21317.28619438907,path,2
BEB,2272529.8531834213,21728.38740291843,path,2
BEB,2453535.3636908447,22200.337537232328,path,2
BEB,2648957.844249581,22732.711277008384,path,2
BEB,2859945.597057045,23325.20914299149,path,2
CDX,0.0,53689.75623082669,path,3
CDX,1450.0,53689.75623082669,path,3
CDX,1564.8006409810532,55029.7581169346,path,3
CDX,1688.6903765618724,56250.52198274181,path,3
CDX,1822.3888163190034,57282.258546171186,path,3
CDX,1966.6725433742613,58052.39942327347,path,3
CDX,2122.3796251530243,58661.8070265719,path,3
CDX,2290.4144812721242,59209.33843427937,path,3
CDX,2471.7531368323494,59606.39495784607,path,3
CDX,2667.448891629096,59762.89425425565,path,3
CDX,2878.638438210627,59601.28054891752,path,3
CDX,3106.548464320474,59167.30921855464,path,3
CDX,3352.5027780740597,58559.33431594035,path,3
CDX,3617.929997255897,57874.120155595345,path,3
CDX,3904.371847400419,57017.3450432614,path,3
CDX,4213.4921168555575,55851.741426492394,path,3
CDX,4547.08632084427,54440.684247701945,path,3
CDX,4907.092130657444,52846.80843540853,path,3
CDX,5295.600628555758,50905.380329503605,path,3
CDX,5714.868453754289,48509.026329717875,path,3
CDX,6167.330910039391,45853.516027088386,path,3
CDX,6655.616111153035,43111.63318123742,path,3
CDX,7182.560246107651,40163.3010820312,path,3
CDX,7751.22405309951,36959.243207045,path,3
CDX,8364.910597708875,33794.28580551114,path,3
CDX,9027.18445865107,30886.27953617756,path,3
CDX,9741.892432518207,28208.040647587408,path,3
CDX,10513.185877774456,25663.40611586668,path,3
CDX,11345.544827789265,23348.525407016492,path,3
CDX,12243.804012968218,21324.93692934266,path,3
CDX,13213.180943130386,19616.576522290103,path,3
CDX,14259.30621324764,18128.42788703361,path,3
CDX,15388.256208575876,16743.120817671344,path,3
CDX,16606.588399144966,15374.048433583692,path,3
CDX,17921.379428614186,14035.506913905021,path,3
CDX,19340.266218731133,12766.834740213848,path,3
CDX,20871.490328148073,11516.791139256979,path,3
CDX,22523.945823252383,10254.986331740309,path,3
CDX,24307.230939067478,8900.98967782938,path,3
CDX,26231.70383029469,7533.148574863747,path,3
CDX,28308.542736324333,6350.474984636044,path,3
CDX,30549.81090968266,5387.582510426525,path,3
CDX,32968.52668504924,4463.425401091711,path,3
CDX,35578.739095838624,3653.773583306551,path,3
CDX,38395.609477562735,3008.1654638506807,path,3
CDX,41435.49953196439,2535.340433496096,path,3
CDX,44716.06636344002,2226.5530669369596,path,3
CDX,48256.36503976709,2073.8615428643966,path,3
CDX,52076.959272857406,2084.55593323506,path,3
CDX,56200.04086242171,2254.8014688464705,path,3
CDX,60649.55859633026,2552.907980903448,path,3
CDX,65451.35735638313,2938.9668638684416,path,3
CDX,70633.32823748162,3352.8183590217395,path,3
CDX,76225.57055216302,3870.0490498158147,path,3
CDX,82260.56666149737,4528.885156846547,path,3
CDX,88773.37064784538,5316.458817278392,path,3
CDX,95801.81192537729,6195.974298691087,path,3
CDX,103386.71497101842,7203.873907887997,path,3
CDX,111572.13645212074,8376.819687456918,path,3
CDX,120405.62112820969,9693.372874359644,path,3
CDX,129938.4780132031,11106.557651248815,path,3
CDX,140226.07840218119,12602.281991922247,path,3
CDX,151328.17749378804,14295.46157789746,path,3
CDX,163309.26147639594,16088.779174731228,path,3
CDX,176238.92209407367,17806.053601931966,path,3
CDX,190192.26086801128,19208.958747574085,path,3
CDX,205250.32532131017,20441.252451116565,path,3
CDX,221500.57974093506,21636.000805443487,path,3
CDX,239037.41321123458,22595.484442395176,path,3
CDX,257962.68786992604,23096.750216459717,path,3
CDX,278386.3305710731,23094.05016195872,path,3
CDX,300426.9713917094,22968.6218633516,path,3
CDX,324212.6326908575,22780.16283998193,path,3
CDX,349881.4727233163,22565.15936456681,path,3
CDX,377582.58812747605,22279.064355430968,path,3
CDX,407476.87994838593,21888.740154824187,path,3
CDX,439737.9882263406,21482.013487830518,path,3
CDX,474553.3005795155,21113.728642383074,path,3
CDX,512125.04063896573,20730.418634064114,path,3
CDX,552671.4426581389,20398.211525463405,path,3
CDX,596428.0191195718,20184.267208493984,path,3
CDX,643648.9287016317,20020.48591157575,path,3
CDX,694608.4525510907,19902.374181160667,path,3
CDX,749602.5874364168,19852.72303715766,path,3
CDX,808950.7650355593,19830.292172918722,path,3
CDX,872997.7073446596,19816.11783649599,path,3
CDX,942115.4289847689,19812.66290502063,path,3
CDX,1016705.3980369008,19835.698493816482,path,3
CDX,1097200.8679565787,19881.88390860951,path,3
CDX,1184069.3941127053,19936.34424545284,path,3
CDX,1277815.5495680058,19996.22862042757,path,3
CDX,1378983.8558755673,20075.84186509558,path,3
CDX,1488161.9459149048,20187.40342187321,path,3
CDX,1605983.977138798,20459.16382700438,path,3
CDX,1733134.3150566153,20987.69383382872,path,3
CDX,1870351.5083495518,21477.377251047554,path,3
CDX,2018432.5787070747,21615.027292368246,path,3
CDX,2178237.6503019803,21502.057996821473,path,3
CDX,2350694.945794208,21227.417634882942,path,3
CDX,2536806.177882551,20777.026846041867,path,3
CDX,2737652.3677209076,20142.572922755913,path,3
CEU,0.0,223180.49687624176,path,4
CEU,1450.0,223180.49687624176,path,4
CEU,1565.063360044921,224013.37880425702,path,4
CEU,1689.2574627276535,224604.79743307538,path,4
CEU,1823.306869377586,224958.64055971947,path,4
CEU,1967.9936381938417,225079.5985215182,path,4
CEU,2124.1618868542632,224944.82390995545,path,4
CEU,2292.7227171858544,224547.30037977544,path,4
CEU,2474.6595306277354,223922.13696529504,path,4
CEU,2671.033765497537,223104.85840010532,path,4
CEU,2882.9910895331122,221039.26958405224,path,4
CEU,3111.7680838374204,216790.56291282558,path,4
CEU,3358.699457221475,211008.3822150901,path,4
CEU,3625.2258330345476,204330.46009019038,path,4
CEU,3912.902153910825,195672.79251916177,path,4
CEU,4223.406753466678,183741.28113888705,path,4
CEU,4558.55114787377,169780.15162690709,path,4
CEU,4920.290604433072,154926.76550712844,path,4
CEU,5310.7355488079165,138261.0454919304,path,4
CEU,5732.163877467117,119207.61640502213,path,4
CEU,6187.034247170213,100358.0662880849,path,4
CEU,6678.000419027043,83397.52476708642,path,4
CEU,7207.926740816451,67887.34961419927,path,4
CEU,7779.904857889538,53451.33012642647,path,4
CEU,8397.271750150623,41649.064024090345,path,4
CEU,9063.629200345536,32877.174548878895,path,4
CEU,9782.864807237273,26315.764943536607,path,4
CEU,10559.174666262046,20986.878416584288,path,4
CEU,11397.087849987092,17064.171479755092,path,4
CEU,12301.492831191683,14487.9873975797,path,4
CEU,13277.666002726452,12879.919254432878,path,4
CEU,14331.30246053881,11638.00118837285,path,4
CEU,15468.549229455799,10714.498865029827,path,4
CEU,16696.04112556715,10086.2929123296,path,4
CEU,18020.939464433315,9718.36920929676,path,4
CEU,19450.97384094629,9490.623656089472,path,4
CEU,20994.487224591205,9288.912336016687,path,4
CEU,22660.484633199227,9010.927714117115,path,4
CEU,24458.685669159364,8490.568903448606,path,4
CEU,26399.58122459111,7668.486690609964,path,4
CEU,28494.494686301638,6816.189200729513,path,4
CEU,30755.647997603697,6130.3885608665605,path,4
CEU,33196.232962405855,5620.012784921581,path,4
CEU,35830.48820757025,5127.310470045681,path,4
CEU,38673.7822525447,4669.956825396885,path,4
CEU,41742.70317090568,4262.983351282333,path,4
CEU,45055.15536690719,3915.6017404194513,path,4
CEU,48630.46403163978,3633.072614823462,path,4
CEU,52489.487888208154,3418.589202400174,path,4
CEU,56654.74088369396,3275.092810432512,path,4
CEU,61150.52353786787,3207.0870440317044,path,4
CEU,66003.06471495278,3271.0991491132518,path,4
CEU,71240.67464554917,3607.2860923241738,path,4
CEU,76893.9100914691,4203.280555443655,path,4
CEU,82995.75261706667,5036.455795528098,path,4
CEU,89581.8010071196,6039.465090653241,path,4
CEU,96690.47895384695,7053.694878332335,path,4
CEU,104363.25922473133,8029.959346217253,path,4
CEU,112644.90561896344,9142.477470735554,path,4
CEU,121583.73412410893,10334.68839825377,path,4
CEU,131231.8947966112,11510.557752416313,path,4
CEU,141645.67601065233,12549.102475399806,path,4
CEU,152885.8328503901,13472.27054425077,path,4
CEU,165017.9415614467,14336.0189278965,path,4
CEU,178112.7821295546,15198.525102133575,path,4
CEU,192246.7512183653,16110.486338674455,path,4
CEU,207502.30787554124,17036.252630761894,path,4
CEU,223968.45460742776,17928.87814817352,path,4
CEU,241741.25662894428,18746.926233332375,path,4
CEU,260924.40231805315,19523.63719922388,path,4
CEU,281629.8081445552,20236.77075734984,path,4
CEU,303978.27160243003,20853.18923895783,path,4
CEU,328100.1759549977,21431.629517904195,path,4
CEU,354136.25090445415,21934.22903061908,path,4
CEU,382238.3936236112,22273.688089304815,path,4
CEU,412570.55493982206,22504.689693203327,path,4
CEU,445309.69584118313,22688.47399299367,path,4
CEU,480646.81988536817,22781.62345660784,path,4
CEU,518788.08753427595,22737.24062405794,path,4
CEU,559956.0189156362,22558.8988346367,path,4
CEU,604390.792028609,22308.506694490978,path,4
CEU,652351.6439672447,22023.40088032019,path,4
CEU,704118.3833366923,21605.07732432373,path,4
CEU,759993.0226857389,21127.947750184565,path,4
CEU,820301.5404794747,20688.870636773292,path,4
CEU,885395.7828916078,20255.48838123733,path,4
CEU,955655.5165116849,19848.66793058244,path,4
CEU,1031490.6439429255,19508.644294489888,path,4
CEU,1113343.5952166994,19168.545219313422,path,4
CEU,1201691.9089754068,18927.320189874143,path,4
CEU,1297051.0184826523,18900.359843137176,path,4
CEU,1399977.2587145837,18986.392030268787,path,4
CEU,1511071.112076084,19116.269691403202,path,4
CEU,1630980.7116776628,19249.144555469476,path,4
CEU,1760405.6226115169,19401.482881068616,path,4
CEU,1900100.923287139,19614.73847326045,path,4
CEU,2050881.6106373975,19956.777642436868,path,4
CEU,2213627.3548955205,20802.473463765,path,4
CEU,2389287.631682851,22229.41997427686,path,4
CEU,2578887.2613485064,24207.934690309263,path,4
CEU,2783532.3878780245,26707.402940141674,path,4
CHB,0.0,228904.46139634823,path,5
CHB,1450.0,228904.46139634823,path,5
CHB,1563.6936109392032,233894.6929893761,path,5
CHB,1686.3018682014372,238496.73539115806,path,5
CHB,1818.523763738915,242542.35299276994,path,5
CHB,1961.1130970342444,245857.22021800766,path,5
CHB,2114.88277252527,248854.81021086086,path,5
CHB,2280.709433988381,251689.95813854624,path,5
CHB,2459.538462300964,253802.92216221557,path,5
CHB,2652.389365075344,254619.97010026945,path,5
CHB,2860.361588890624,254259.64211255265,path,5
CHB,3084.6407872580508,253284.01203243315,path,5
CHB,3326.505580053716,251826.83182977943,path,5
CHB,3587.3348429542093,250021.77792103196,path,5
CHB,3868.615568432474,246607.66813222758,path,5
CHB,4171.95134312951,240822.6239270859,path,5
CHB,4499.071489931615,233407.70087584888,path,5
CHB,4851.840926872266,225073.06387552727,path,5
CHB,5232.270799064486,214600.88348403317,path,5
CHB,5642.52994427648,201233.0212798344,path,5
CHB,6084.957257516048,186047.1311633005,path,5
CHB,6562.0750251144655,170017.47531061625,path,5
CHB,7076.603304327725,151788.84888661763,path,5
CHB,7631.4754304334565,131615.06756736813,path,5
CHB,8229.854739729863,111810.62236354586,path,5
CHB,8875.152603774695,93875.86466322487,path,5
CHB,9571.047877677876,77028.76534668024,path,5
CHB,10321.507873322835,61519.01568061767,path,5
CHB,11130.810977085235,48562.43084346525,path,5
CHB,12003.571040993194,38475.94182591565,path,5
CHB,12944.76368638338,30423.085874717774,path,5
CHB,13959.754670010687,23912.258684768298,path,5
CHB,15054.330474327175,18934.799644123723,path,5
CHB,16234.731296326036,15308.540484156854,path,5
CHB,17507.686623020516,12636.826654699533,path,5
CHB,18880.453596374427,10562.276688170738,path,5
CHB,20360.85838640331,8923.511496236499,path,5
CHB,21957.340808314995,7607.045240014836,path,5
CHB,23679.00243805295,6533.632891189506,path,5
CHB,25535.65850054981,5655.517163572658,path,5
CHB,27537.893826506956,4937.801224407319,path,5
CHB,29697.123196711058,4349.015957017956,path,5
CHB,32025.65641791137,3799.730899591432,path,5
CHB,34536.768501256614,3293.3723754812527,path,5
CHB,37244.775343380184,2860.1418697625954,path,5
CHB,40165.115341592806,2513.770548936525,path,5
CHB,43314.4374084723,2258.330988131518,path,5
CHB,46710.69588762353,2094.6238152870465,path,5
CHB,50373.25291172485,2025.8791958181196,path,5
CHB,54322.988786406044,2088.7913907507427,path,5
CHB,58582.421029258665,2318.438103160794,path,5
CHB,63175.8327426222,2687.0664691495913,path,5
CHB,68129.4110520014,3152.024602454127,path,5
CHB,73471.39639935538,3639.0237195881377,path,5
CHB,79232.2435423818,4227.009005082197,path,5
CHB,85444.79517765605,4958.885053768921,path,5
CHB,92144.4691774549,5816.583244009764,path,5
CHB,99369.46050770384,6753.2891994871625,path,5
CHB,107160.95897818751,7746.087675947986,path,5
CHB,115563.38406642059,8849.396440432056,path,5
CHB,124624.63815391393,10042.248042592086,path,5
CHB,134396.3796185415,11286.408814673234,path,5
CHB,144934.31733991246,12539.964009015208,path,5
CHB,156298.52829672827,13859.669146141148,path,5
CHB,168553.80006675466,15207.781286582633,path,5
CHB,181770.00018200558,16496.36184008719,path,5
CHB,196022.47444484133,17619.235737278592,path,5
CHB,211392.47647578735,18644.718081874715,path,5
CHB,227967.6309419339,19596.661411842106,path,5
CHB,245842.43310679187,20408.92490489767,path,5
CHB,265118.78754954407,21015.21497848276,path,5
CHB,285906.5891249449,21538.15266599886,path,5
CHB,308324.34947592835,21992.086319637154,path,5
